,student,regular_course,number_absense,subject_absense,seasonal_course,unavailable_time,unavailable_day,prefer_teacher,grade,location,course_name_x,type_course_x,total_slot_x,math_x,english_x,literature_x,social_science_x,science_x,course_name_y,type_course_y,total_slot_y,math_y,english_y,literature_y,social_science_y,science_y,available_time,available_day,regular_subject,season_subject,num_day_avail,subject
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,2,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,2,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,2,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,2,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,3,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,3,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,3,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,4,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,4,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,5,4,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,english,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,0,5,english,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,math,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,math,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,math,"['english', 'literature', 'science']",10,literature
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,math,"['english', 'literature', 'science']",10,science
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,english,"['english', 'literature', 'science']",10,math
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,english,"['english', 'literature', 'science']",10,english
0,st_1,c1,1.0,math,c6,"1,2,3","0,13,6,10,13",t_1,g1,a,c1,regular_course,6.0,3.0,3.0,0.0,0.0,0.0,c6,seasonal_course,4,0,1,2,0,1,4,5,english,"['english', 'literature', 'science']",10,literature
