,student,available_day,available_time,subject,grade,math_slot,en_slot,social_science_slot,science_slot,literature_slot,sd_math_slot,sd_en_slot,sd_social_slot,sd_science_slot,sd_literature_slot,math_x,english_x,social_science_x,science_x,literature_x,math_y,english_y,social_science_y,science_y,literature_y,season_subject,regular_subject,period_student,center_num_student,date_std_applied,time_period_center,student_id,student_idx,prefer_teacher,number_absense,subject_absense,location,total_slot_x,total_slot_y
10,st_1,13,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-29 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
11,st_1,13,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-29 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
12,st_1,14,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-30 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
13,st_1,14,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-30 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
14,st_1,14,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-30 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
15,st_1,17,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-02 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
16,st_1,17,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-02 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
17,st_1,17,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-02 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
18,st_1,18,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-03 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
19,st_1,18,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-03 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
20,st_1,18,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-03 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
21,st_1,22,5,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,5,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
22,st_1,22,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
23,st_1,22,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
24,st_1,22,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
25,st_1,23,5,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-08 0:00:00,5,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
26,st_1,23,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-08 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
27,st_1,23,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-08 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
28,st_1,23,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-08 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
29,st_1,24,5,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-09 0:00:00,5,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
30,st_1,24,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-09 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
31,st_1,24,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-09 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
32,st_1,24,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-09 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
33,st_1,25,1,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-10 0:00:00,1,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
34,st_1,32,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-17 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
35,st_1,32,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-17 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
36,st_1,32,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-17 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
37,st_1,32,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-17 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
38,st_1,34,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-19 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
39,st_1,34,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-19 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
40,st_1,34,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-19 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
41,st_1,34,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-19 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
42,st_1,35,6,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-20 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
43,st_1,35,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-20 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
44,st_1,35,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-20 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
45,st_1,35,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-20 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
46,st_1,37,7,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-22 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
47,st_1,37,8,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-22 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
48,st_1,37,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-22 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
49,st_1,38,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-23 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
50,st_1,38,10,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-23 0:00:00,10,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
51,st_1,39,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-24 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
52,st_1,39,10,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-24 0:00:00,10,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
53,st_1,41,9,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-26 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
54,st_1,41,10,social_science,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-26 0:00:00,10,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
55,st_1,9,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-25 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
56,st_1,9,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-25 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
57,st_1,9,9,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-25 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
58,st_1,10,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-26 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
59,st_1,10,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-26 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
60,st_1,10,9,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-26 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
61,st_1,11,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-27 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
62,st_1,11,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-27 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
63,st_1,11,9,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-27 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
64,st_1,13,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-29 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
65,st_1,13,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-29 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
66,st_1,13,9,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-29 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
67,st_1,14,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-30 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
68,st_1,14,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-30 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
69,st_1,14,9,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-07-30 0:00:00,9,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
70,st_1,17,6,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-02 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
71,st_1,17,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-02 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
72,st_1,17,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-02 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
73,st_1,18,6,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-03 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
74,st_1,18,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-03 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
75,st_1,18,8,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-03 0:00:00,8,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
76,st_1,22,5,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,5,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
77,st_1,22,6,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,6,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
78,st_1,22,7,english,g9,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,"['math', 'english', 'social_science', 'science']","['math', 'english']",1,77,2022-08-07 0:00:00,7,2018002901,st_1,t_0,0,t_0,77,40.0,8.0
